id,title,date_earliest,date_latest,thumb_vs,production_country,production_region,production_minting_place
05706,Lykischer Herrscher,-500,-460,http://ww2.smb.museum/mk_edit/images/n5/5886/vs_thumb.jpg,Türkei,Lykien,
05707,Kuprlli,-485,-440,http://ww2.smb.museum/mk_edit/images/n0/60/vs_thumb.jpg,Türkei,Lykien,
05708,Makedonien: Alexandros III.,-210,-190,http://ww2.smb.museum/mk_edit/images/n5/5887/vs_thumb.jpg,Türkei,Karien,Mylasa
05711,Artumpari,-410,-390,http://ww2.smb.museum/mk_edit/images/n5/5890/vs_thumb.jpg,Türkei,Lykien,
05713,Aruvatiyäsi (Aryotes)?,-390,-385,http://ww2.smb.museum/mk_edit/images/n5/5891/vs_thumb.jpg,Türkei,Lykien,
05715,Otacilia Severa,204,249,http://ww2.smb.museum/mk_edit/images/n5/5894/vs_thumb.jpg,Italien,Italia,Rom
05741,Gallienus,213,268,http://ww2.smb.museum/mk_edit/images/n5/5921/vs_thumb.jpg,Italien,Italia,Rom
05743,Gallienus,213,268,http://ww2.smb.museum/mk_edit/images/n5/5923/vs_thumb.jpg,Italien,Italia,Mailand
05745,Gallienus,213,268,http://ww2.smb.museum/mk_edit/images/n5/5925/vs_thumb.jpg,Italien,Italia,Rom
05776,Pordoselene,-425,-400,http://ww2.smb.museum/mk_edit/images/n5/5957/vs_thumb.jpg,Türkei,Inseln der Aeolis,Pordoselene
05777,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n5/5958/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05782,Chersonesos,-400,-390,http://ww2.smb.museum/mk_edit/images/n5/5963/vs_thumb.jpg,Ukraine,Taurische Chersonesos,Chersonesos
05788,Chersonesos,-400,-390,http://ww2.smb.museum/mk_edit/images/n5/5967/vs_thumb.jpg,Ukraine,Taurische Chersonesos,Chersonesos
05790,Nikopolis am Lykos,130,169,http://ww2.smb.museum/mk_edit/images/n5/5972/vs_thumb.jpg,Türkei,Pontos,Nikopolis am Lykos
05793,Kos,-210,-190,http://ww2.smb.museum/mk_edit/images/n5/5975/vs_thumb.jpg,Griechenland,Karische Inseln,Kos
05794,Kos,-210,-190,http://ww2.smb.museum/mk_edit/images/n5/5976/vs_thumb.jpg,Griechenland,Karische Inseln,Kos
05796,Kos,-210,-190,http://ww2.smb.museum/mk_edit/images/n5/5979/vs_thumb.jpg,Griechenland,Karische Inseln,Kos
05798,Kos,-210,-190,http://ww2.smb.museum/mk_edit/images/n5/5980/vs_thumb.jpg,Griechenland,Karische Inseln,Kos
05799,Kos,-210,-190,http://ww2.smb.museum/mk_edit/images/n5/5981/vs_thumb.jpg,Griechenland,Karische Inseln,Kos
05801,Kos,-210,-190,http://ww2.smb.museum/mk_edit/images/n5/5983/vs_thumb.jpg,Griechenland,Karische Inseln,Kos
05802,Kos,-210,-190,http://ww2.smb.museum/mk_edit/images/n5/5984/vs_thumb.jpg,Griechenland,Karische Inseln,Kos
05824,Brandenburg: Joachim II.,1505,1571,http://ww2.smb.museum/mk_edit/images/n6/6006/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05826,Brandenburg: Joachim II.,1505,1571,http://ww2.smb.museum/mk_edit/images/n6/6008/vs_thumb.jpg,Deutschland,,Stendal
05827,Brandenburg: Joachim II.,1505,1571,http://ww2.smb.museum/mk_edit/images/n6/6009/vs_thumb.jpg,Deutschland,,Stendal
05828,Brandenburg: Joachim II.,1505,1571,http://ww2.smb.museum/mk_edit/images/n6/6010/vs_thumb.jpg,Deutschland,,Stendal
05830,Brandenburg: Joachim II.,1505,1571,http://ww2.smb.museum/mk_edit/images/n6/6012/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05831,Brandenburg: Joachim II.,1505,1571,http://ww2.smb.museum/mk_edit/images/n6/6013/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05832,Theben,-446,-387,http://ww2.smb.museum/mk_edit/images/n6/6014/vs_thumb.jpg,Griechenland,Böotien,Theben
05834,Brandenburg: Joachim II.,1505,1571,http://ww2.smb.museum/mk_edit/images/n6/6015/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05835,Brandenburg: Joachim II.,1505,1571,http://ww2.smb.museum/mk_edit/images/n6/6017/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05836,Brandenburg: Joachim II.,1505,1571,http://ww2.smb.museum/mk_edit/images/n6/6018/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05837,Brandenburg: Joachim II.,1505,1571,http://ww2.smb.museum/mk_edit/images/n6/6019/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05838,Brandenburg: Johann Georg,1525,1598,http://ww2.smb.museum/mk_edit/images/n6/6020/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05839,Brandenburg: Johann Georg,1525,1598,http://ww2.smb.museum/mk_edit/images/n6/6021/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05840,Brandenburg: Johann Georg,1525,1598,http://ww2.smb.museum/mk_edit/images/n6/6022/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05842,Brandenburg: Johann Georg,1525,1598,http://ww2.smb.museum/mk_edit/images/n5/5971/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05845,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6026/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05846,Brandenburg: Johann Georg,1525,1598,http://ww2.smb.museum/mk_edit/images/n6/6027/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05848,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6030/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05850,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6031/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05851,Brandenburg: Johann Georg,1525,1598,http://ww2.smb.museum/mk_edit/images/n6/6032/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05852,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6033/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05853,Brandenburg: Joachim Friedrich,1548,1608,http://ww2.smb.museum/mk_edit/images/n6/6034/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05854,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6035/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05856,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6037/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05857,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6038/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05858,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6039/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05859,Brandenburg-Preußen: Friedrich III.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6040/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05860,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6043/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05861,Brandenburg-Preußen: Friedrich III.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6042/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05862,Brandenburg-Preußen: Friedrich III.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6041/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
05863,Brandenburg-Preußen: Friedrich III.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6044/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05864,Brandenburg-Preußen: Friedrich III.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6045/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05865,Brandenburg-Preußen: Friedrich III.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6046/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05866,Brandenburg-Preußen: Friedrich III.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6047/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05867,Brandenburg-Preußen: Friedrich III.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6049/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05868,Brandenburg-Preußen: Friedrich III.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6050/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05869,Brandenburg-Preußen: Friedrich III.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6048/vs_thumb.jpg,Deutschland,Westfalen,Minden
05870,Brandenburg-Preußen: Friedrich III.,1669,1730,http://ww2.smb.museum/mk_edit/images/n6/6051/vs_thumb.jpg,Deutschland,Sachsen-Anhalt,Magdeburg
05871,Brandenburg-Preußen: Friedrich III.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6052/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05872,Brandenburg-Preußen: Friedrich III.,1669,1730,http://ww2.smb.museum/mk_edit/images/n6/6053/vs_thumb.jpg,Deutschland,Sachsen-Anhalt,Magdeburg
05873,Brandenburg-Preußen: Friedrich III.,1657,1710,http://ww2.smb.museum/mk_edit/images/n6/6054/vs_thumb.jpg,Polen,Pommern,Stargard (Stargard Szczeciński)
05874,Brandenburg: Joachim II.,1505,1571,http://ww2.smb.museum/mk_edit/images/n6/6055/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05875,Brandenburg: Joachim II.,1505,1571,http://ww2.smb.museum/mk_edit/images/n6/6056/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05876,Brandenburg: Johann von Küstrin,1513,1571,http://ww2.smb.museum/mk_edit/images/n6/6057/vs_thumb.jpg,Polen,Neumark,Crossen (Krosno Odrzańskie)
05877,Brandenburg-Preußen: Georg Wilhelm,1620,1640,http://ww2.smb.museum/mk_edit/images/n6/6058/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05878,Brandenburg-Preußen: Georg Wilhelm,1630,1640,http://ww2.smb.museum/mk_edit/images/n6/6059/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
05879,Brandenburg-Preußen: Friedrich Wilhelm,1620,1688,http://ww2.smb.museum/mk_edit/images/n6/6060/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05880,Brandenburg-Preußen: Georg Wilhelm,1620,1640,http://ww2.smb.museum/mk_edit/images/n6/6061/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05884,Brandenburg-Preußen: Friedrich Wilhelm,1620,1688,http://ww2.smb.museum/mk_edit/images/n6/6064/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05889,Brandenburg-Preußen: Friedrich Wilhelm,1620,1688,http://ww2.smb.museum/mk_edit/images/n6/6069/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05890,Brandenburg-Preußen: Friedrich Wilhelm,1620,1688,http://ww2.smb.museum/mk_edit/images/n6/6070/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05891,Preußen: Friedrich Wilhelm II.,1744,1797,http://ww2.smb.museum/mk_edit/images/n6/6071/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05892,Preußen: Friedrich Wilhelm II.,1744,1797,http://ww2.smb.museum/mk_edit/images/n6/6072/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05893,Preußen: Friedrich Wilhelm III.,1770,1840,http://ww2.smb.museum/mk_edit/images/n6/6073/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05894,Preußen: Friedrich Wilhelm III.,1770,1840,http://ww2.smb.museum/mk_edit/images/n6/6074/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05895,Preußen: Friedrich Wilhelm III.,1770,1840,http://ww2.smb.museum/mk_edit/images/n6/6075/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05896,Preußen: Friedrich Wilhelm III.,1770,1840,http://ww2.smb.museum/mk_edit/images/n6/6076/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05897,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6077/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05898,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6078/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05899,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6079/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05900,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6080/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05902,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6082/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05903,Alexandria: Septimius Severus,146,211,http://ww2.smb.museum/mk_edit/images/n6/6083/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05904,Alexandria: Iulia Domna,170,217,http://ww2.smb.museum/mk_edit/images/n6/6084/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05905,Alexandria: Iulia Domna,170,217,http://ww2.smb.museum/mk_edit/images/n6/6085/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05909,Alexandria: Iulia Domna,170,217,http://ww2.smb.museum/mk_edit/images/n6/6089/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05911,Alexandria: Iulia Domna,170,217,http://ww2.smb.museum/mk_edit/images/n6/6091/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05912,Alexandria: Iulia Domna,170,217,http://ww2.smb.museum/mk_edit/images/n6/6092/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05913,Alexandria: Iulia Domna,170,217,http://ww2.smb.museum/mk_edit/images/n6/6093/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05915,Alexandria: Caracalla,188,217,http://ww2.smb.museum/mk_edit/images/n6/6095/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05917,Alexandria: Caracalla,188,217,http://ww2.smb.museum/mk_edit/images/n6/6097/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05920,Preußen: Friedrich I.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6100/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
05921,Alexandria: Caracalla,188,217,http://ww2.smb.museum/mk_edit/images/n6/6102/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05922,Preußen: Friedrich I.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6101/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05923,Preußen: Friedrich I.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6104/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05924,Preußen: Friedrich I.,1657,1713,http://ww2.smb.museum/mk_edit/images/n6/6105/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05925,Preußen: Friedrich Wilhelm I.,1688,1740,http://ww2.smb.museum/mk_edit/images/n6/6106/vs_thumb.jpg,Deutschland,Sachsen-Anhalt,Magdeburg
05926,Preußen: Friedrich Wilhelm I.,1688,1740,http://ww2.smb.museum/mk_edit/images/n6/6103/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05927,Preußen: Friedrich Wilhelm I.,1688,1740,http://ww2.smb.museum/mk_edit/images/n6/6107/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05928,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6108/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05929,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6109/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05930,Alexandria: Caracalla,188,217,http://ww2.smb.museum/mk_edit/images/n6/6111/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05931,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6112/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05932,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6113/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05933,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6114/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05934,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6115/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05935,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6116/vs_thumb.jpg,Deutschland,Ostfriesland,Aurich
05936,Alexandria: Caracalla,188,217,http://ww2.smb.museum/mk_edit/images/n6/6117/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05937,Alexandria: Caracalla,188,217,http://ww2.smb.museum/mk_edit/images/n6/6118/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05939,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6121/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05940,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6122/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05941,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6123/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
05942,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6124/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05943,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6125/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05944,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6126/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05945,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6127/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05946,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6128/vs_thumb.jpg,Deutschland,Ostfriesland,Aurich
05947,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6120/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05948,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6129/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05949,Alexandria: Caracalla,188,217,http://ww2.smb.museum/mk_edit/images/n6/6130/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05950,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6131/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05951,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6132/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05952,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6133/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05953,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6135/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05954,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6136/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05955,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n6/6137/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05956,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6138/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05957,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6139/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05958,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6134/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05959,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6140/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05960,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6141/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05961,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6142/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05962,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6143/vs_thumb.jpg,Deutschland,Rheinland,Düsseldorf
05963,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6144/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05964,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6145/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05965,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6146/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05966,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6147/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05967,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6148/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05968,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6149/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05969,Preußen: Friedrich Wilhelm IV.,1795,1861,http://ww2.smb.museum/mk_edit/images/n6/6150/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
05970,Alexandria: Plautilla,146,211,http://ww2.smb.museum/mk_edit/images/n6/6151/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05971,Alexandria: Geta,146,211,http://ww2.smb.museum/mk_edit/images/n6/6152/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05972,Alexandria: Geta,189,211,http://ww2.smb.museum/mk_edit/images/n6/6153/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05973,Alexandria: Geta,189,211,http://ww2.smb.museum/mk_edit/images/n6/6154/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05974,Alexandria: Macrinus,164,218,http://ww2.smb.museum/mk_edit/images/n6/6155/vs_thumb.jpg,Ägypten,Ägypten,Alexandria
05981,Süditalien: Normannen,1031,1101,http://ww2.smb.museum/mk_edit/images/n6/6162/vs_thumb.jpg,Italien,Kalabrien,Mileto
05982,Neapel und Sizilien: Friedrich III.,1272,1337,http://ww2.smb.museum/mk_edit/images/n6/6163/vs_thumb.jpg,Italien,Sizilien,Messana-Messina
05983,Gallienus,213,268,http://ww2.smb.museum/mk_edit/images/n6/6164/vs_thumb.jpg,Italien,Italia,Rom
05985,Neapel und Sizilien: Karl I.,1227,1285,http://ww2.smb.museum/mk_edit/images/n6/6166/vs_thumb.jpg,Italien,Kampanien,Neapel
05986,Neapel: Karl II.,1303,1309,http://ww2.smb.museum/mk_edit/images/n6/6167/vs_thumb.jpg,Italien,Kampanien,Neapel
05987,Gallienus,213,268,http://ww2.smb.museum/mk_edit/images/n6/6168/vs_thumb.jpg,Italien,Italia,Rom
05988,Neapel und Sizilien: Friedrich III.,1272,1337,http://ww2.smb.museum/mk_edit/images/n6/6169/vs_thumb.jpg,Italien,Sizilien,Messana-Messina
05990,Seleukiden: Seleukos I.,-358,-281,http://ww2.smb.museum/mk_edit/images/n6/6171/vs_thumb.jpg,Irak,Babylonien,Seleukia am Tigris
05992,Neapel und Sizilien: Alfons V.,1396,1458,http://ww2.smb.museum/mk_edit/images/n6/6173/vs_thumb.jpg,Italien,Kampanien,Neapel
05994,Neapel und Sizilien: Ferdinand I.,1424,1494,http://ww2.smb.museum/mk_edit/images/n6/6175/vs_thumb.jpg,Italien,Kampanien,Neapel
05995,Seleukiden: Seleukos I.,-358,-281,http://ww2.smb.museum/mk_edit/images/n6/6176/vs_thumb.jpg,Afghanistan,Baktrien,
05996,Worms: Stadt,1617,1617,http://ww2.smb.museum/mk_edit/images/n6/6177/vs_thumb.jpg,Deutschland,Pfalz,Worms
05997,Neapel und Sizilien: Ferdinand I.,1424,1494,http://ww2.smb.museum/mk_edit/images/n6/6178/vs_thumb.jpg,Italien,Kampanien,Neapel
05998,Neapel und Sizilien: Alfons II.,1448,1495,http://ww2.smb.museum/mk_edit/images/n6/6179/vs_thumb.jpg,Italien,Kampanien,Neapel
05999,Seleukiden: Seleukos I.,-358,-281,http://ww2.smb.museum/mk_edit/images/n6/6180/vs_thumb.jpg,Türkei,Mesopotamien,Karrhae
06000,Lübeck: Stadt,1677,1750,http://ww2.smb.museum/mk_edit/images/n6/6181/vs_thumb.jpg,Deutschland,Schleswig-Holstein,Lübeck
06001,Seleukiden: Seleukos II.,-265,-226,http://ww2.smb.museum/mk_edit/images/n6/6183/vs_thumb.jpg,Türkei,Syria,Antiochia (Antakya)
06002,Seleukiden: Seleukos II.,-265,-226,http://ww2.smb.museum/mk_edit/images/n6/6182/vs_thumb.jpg,Türkei,Syria,Antiochia (Antakya)
06003,Kastilien: Alfons VIII.,1155,1214,http://ww2.smb.museum/mk_edit/images/n6/6184/vs_thumb.jpg,Spanien,,Toledo
06005,Seleukiden: Antiochos III.,-242,-187,http://ww2.smb.museum/mk_edit/images/n6/6185/vs_thumb.jpg,Türkei,Syria,Antiochia (Antakya)
06006,Kastilien und Leon: Alfons X.,1221,1284,http://ww2.smb.museum/mk_edit/images/n6/6188/vs_thumb.jpg,Spanien,,Sevilla
06007,Kastilien und Leon: Alfons X.,1221,1284,http://ww2.smb.museum/mk_edit/images/n6/6187/vs_thumb.jpg,Spanien,,Toledo
06008,Kastilien und Leon: Alfons X.,1221,1284,http://ww2.smb.museum/mk_edit/images/n6/6189/vs_thumb.jpg,Spanien,,Sevilla
06009,Kastilien und Leon: Peter I.,1334,1369,http://ww2.smb.museum/mk_edit/images/n5/5625/vs_thumb.jpg,Spanien,,Burgos?
06010,Kastilien und Leon: Heinrich III.,1379,1406,http://ww2.smb.museum/mk_edit/images/n6/6156/vs_thumb.jpg,Spanien,,Sevilla
06012,Kastilien und Leon: Heinrich IV.,1425,1474,http://ww2.smb.museum/mk_edit/images/n6/6191/vs_thumb.jpg,Spanien,,Toledo
06013,Kastilien und Leon: Heinrich IV.,1425,1474,http://ww2.smb.museum/mk_edit/images/n6/6192/vs_thumb.jpg,Spanien,,Jaen
06014,Aragon: Sancho I.,1063,1094,http://ww2.smb.museum/mk_edit/images/n6/6193/vs_thumb.jpg,Spanien,,
06016,Aragon: Peter IV.,1319,1387,http://ww2.smb.museum/mk_edit/images/n6/6194/vs_thumb.jpg,Spanien,,
06017,Katalonien: Jakob II. von Aragon,1291,1327,http://ww2.smb.museum/mk_edit/images/n6/6196/vs_thumb.jpg,Spanien,,Barcelona
06018,Valencia: Alfons V. von Aragon,1396,1458,http://ww2.smb.museum/mk_edit/images/n6/6197/vs_thumb.jpg,Spanien,,Valencia
06019,Frankfurt am Main: Stadt,1717,1736,http://ww2.smb.museum/mk_edit/images/n6/6198/vs_thumb.jpg,Deutschland,Hessen,Frankfurt am Main
06020,Magdeburg: Stadt,1369,1415,http://ww2.smb.museum/mk_edit/images/n6/6199/vs_thumb.jpg,Deutschland,Sachsen-Anhalt,Magdeburg
